На складе (тонн),Вес 1 шт./кг.,,Цена 1 - 5 т. ,"Цена 5 - 15 т.
",Цена > 15 т. ,Филиал,Наименование,Размер,Длина,Доп. информация/ГОСТ,Категория,Длина
06.04,1408.448,107323.74,76200,76100,76000,ЛОБНЯ,Круг Ст45,220мм,3ГП,"ГОСТ2590-2006,1050-2013",Круг,4.72
19.59,1430.396,108996.18,76200,76100,76000,ЛОБНЯ,Круг Ст35,200мм,3ГП,"ГОСТ2590-2006,1050-2013",Круг,5.8
23.72,1427.930,114519.97,80200,80100,80000,ЛОБНЯ,Круг Ст40Х,200мм,,ГОСТ2590-2006,Круг,5.79
9.42,752.191,78521.22,103890,103890,103890,ЧЕЛЯБИНСК,Круг Ст38хс,200мм,,"ГОСТ 2590-2006, 4543-2016, 3ГП",Круг,03.05
18.89,18.059,1195.49,59200,59100,59000,ЛОБНЯ,Круг Ст3,22мм,(6+нд),ГОСТ 2590,Круг,06.06
8.87,19.998,1577.64,74890,74890,74890,ЧЕЛЯБИНСК,Круг ст30ХГСА,22мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,6
5.74,14.304,1627.80,108800,108800,108800,ЧЕЛЯБИНСК,Круг Ст30ХМА,22мм,,"ГОСТ 2590-2006,4543-2016, 2ГП",Круг,4.8
5.48,1430.396,108996.18,76200,76100,76000,ЛОБНЯ,Круг Ст3,200мм,3ГП,ГОСТ 2590-2006,Круг,5.8
04.08,778.050,100671.89,128890,128890,128890,ЧЕЛЯБИНСК,Круг Ст30ХМА,200мм,,"ГОСТ 2590-2006,4543-2016, 3ГП",Круг,3.15
0.34,1378.606,130815.90,94890,94890,94890,ЧЕЛЯБИНСК,Круг ст30ХГСА,200мм,,"ГОСТ 2590-2006,4543-2016 3ГП",Круг,5.59
04.09,742.326,70810.50,94890,94890,94890,ЧЕЛЯБИНСК,Круг ст30ХГСА,200мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,03.01
1.90,18.029,2141.85,114800,113800,113800,ЕКАТЕРИНБУРГ,Круг Ст20 калиброванный,22мм,НД,ГОСТ 7417-75,1050-2013,Круг
3.56,11.980,1435.16,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст20 калиброванный,22мм,НД,ГОСТ 7417-75,1050-2013,Круг
28.96,1425.464,114322.18,80200,80100,80000,ЛОБНЯ,Круг Ст40Х,200мм,3гр,ГОСТ2590-2006,Круг,5.78
7.71,14.894,1045.57,60200,60100,60000,ЛОБНЯ,Круг Ст35,20мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.03
6.54,14.449,1154.37,74890,74890,74890,ЧЕЛЯБИНСК,Круг ст30ХГСА,20мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,5.85
3.38,12.350,1405.43,108800,108800,108800,ЧЕЛЯБИНСК,Круг Ст30ХМА,20мм,,"ГОСТ 2590-2006,4543-2016, 2ГП",Круг,5
12.00,12.100,849.42,60200,60100,60000,ЛОБНЯ,Круг Ст20,18мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.05
7.28,870.854,90908.48,103890,103890,103890,ЧЕЛЯБИНСК,Круг Ст38хс,210мм,,"ГОСТ 2590-2006, 4543-2016, 3ГП",Круг,03.05
17.33,1432.860,114915.40,80200,80100,80000,ЛОБНЯ,Круг Ст40Х,210мм,,ГОСТ2590-2006,Круг,5.27
07.03,972.784,90848.30,92890,92890,92890,ЧЕЛЯБИНСК,Круг ст18ХГТ,220мм,,ГОСТ 2590-2006 4543-2016 3ГП,Круг,3.26
2.56,12.000,1437.60,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст20 калиброванный,18мм,НД,ГОСТ 7417-75,1050-2013,Круг
1.61,8.080,977.68,121000,119890,119890,НОВОСИБИРСК,Круг Ст20 калиброванный,18мм,НД,ГОСТ 7417-75,1050-2013,Круг
04.01,592.987,110414.22,185500,184890,184890,ЧЕЛЯБИНСК,Круг СтШХ15-В,180 мм,,"ГОСТ 2590-2006 801-2022, ОГ,В1",Круг,2.98
5.52,1190.000,458150.00,385000,385000,385000,ЧЕЛЯБИНСК,Круг СтХВГ,180,обточка,"ГОСТ 2590-06,5950-2000,2ГП,Т/О",Круг,5.95
3.31,646.866,61833.92,94890,94890,94890,ЧЕЛЯБИНСК,Круг СтУ8А,180мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,3.24
3.89,633.600,62023.10,97890,97890,97890,НОВОСИБИРСК,Круг СтУ8А,180мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,3.2
0.73,297.478,38431.25,127890,127890,127890,ЧЕЛЯБИНСК,Круг Ст9ХС,180мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,1.49
3.89,559.020,73729.15,131890,131890,131890,НОВОСИБИРСК,Круг Ст9ХС,180мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,2.8
4.78,999.640,93356.38,92890,92890,92890,ЧЕЛЯБИНСК,Круг ст18ХГТ,220мм,,ГОСТ 2590-2006 4543-2016 2ГП,Круг,3.35
27.19,1419.266,113825.12,80200,80100,80000,ЛОБНЯ,Круг Ст40Х,210мм,3гр,ГОСТ2590-2006,Круг,5.22
1.72,8.120,982.52,121000,119890,119890,НОВОСИБИРСК,Круг Ст35 калиброванный,18мм,НД,ГОСТ 7417-75,1050-2013,Круг
19.68,12.100,849.42,60200,60100,60000,ЛОБНЯ,Круг Ст35,18мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.05
2.15,12.100,966.67,74890,74890,74890,ЧЕЛЯБИНСК,Круг ст30ХГСА,18мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,06.05
8.74,1394.998,132371.36,94890,94890,94890,ЧЕЛЯБИНСК,Круг ст30ХГСА,210мм,,"ГОСТ 2590-2006,4543-2016 3ГП",Круг,5.24
3.66,753.440,97487.60,128890,128890,128890,ЧЕЛЯБИНСК,Круг Ст30ХМА,210мм,,"ГОСТ 2590-2006,4543-2016, 2ГП",Круг,2.77
2.56,11.800,1216.46,98090,97990,97890,ЧЕЛЯБИНСК,Круг Ст38хс,18мм,,"ГОСТ 2590-2006, 4543-2016, 2ГП",Круг,5.9
0.71,584.563,45128.30,76200,76100,76000,ЛОБНЯ,Круг Ст35,210мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,2.15
2.62,12.000,1437.60,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст35 калиброванный,18мм,НД,ГОСТ 7417-75,1050-2013,Круг
39.44,12.060,834.55,59200,59100,59000,ЛОБНЯ,Круг Ст3,18мм,(6+нд),ГОСТ 2590,Круг,06.03
17.44,1424.704,108562.41,76200,76100,76000,ЛОБНЯ,Круг Ст35,210мм,3ГП,"ГОСТ2590-2006,1050-2013",Круг,5.24
32.97,1576.962,120164.50,76200,76100,76000,ЛОБНЯ,Круг Ст45,210мм,3ГП,"ГОСТ2590-2006,1050-2013",Круг,5.8
09.08,1198.560,111573.95,93090,92990,92890,ЧЕЛЯБИНСК,Круг Ст38хс,180мм,,"ГОСТ34636,2590-06,4543-16,3ГП",Круг,6
25.31,1212.543,81482.90,67200,67100,67000,ЛОБНЯ,Круг Ст40Х,180мм,,"ГОСТ2590,4543/ТУ14-1-5228-93",Круг,06.07
1.99,1208.548,102593.64,84890,84890,84890,ЧЕЛЯБИНСК,Круг ст30ХГСА,180мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,06.05
0.34,331.017,21416.83,63200,63100,63000,ЛОБНЯ,Круг Ст3,180мм,3ГП,"ГОСТ2590,535/ТУ14-1-5228-93",Круг,1.67
15.73,1408.968,122862.01,87200,87100,87000,ЛОБНЯ,Круг Ст20,230мм,3ГП,"ГОСТ2590-2006,1050-2013",Круг,4.32
18.36,1208.536,76379.47,63200,63100,63000,ЛОБНЯ,Круг Ст35,180мм,,"ГОСТ2590,1050/ТУ14-1-5228-93",Круг,06.05
31.64,1237.999,78241.56,63200,63100,63000,ЛОБНЯ,Круг Ст45,180мм,,"ГОСТ2590,1050/ТУ14-1-5228-93",Круг,06.05
27.32,1221.532,77200.85,63200,63100,63000,ЛОБНЯ,Круг Ст45,180мм,3ГП,"ГОСТ2590,1050/ТУ14-1-5228-93",Круг,06.06
1.73,712.640,67978.73,94890,94890,94890,ЧЕЛЯБИНСК,Круг СтУ8А,210мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,2.62
3.68,742.440,72677.45,97890,97890,97890,НОВОСИБИРСК,Круг СтУ8А,210мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,2.76
4.34,916.215,117632.88,127890,127890,127890,ЧЕЛЯБИНСК,Круг Ст9ХС,210мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,3.39
3.21,923.950,121859.77,131890,131890,131890,НОВОСИБИРСК,Круг Ст9ХС,210мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,3.4
14.46,1549.773,118092.70,76200,76100,76000,ЛОБНЯ,Круг Ст45,210мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,5.7
1.28,11.012,1319.23,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст45 калиброванный,21мм,НД,ГОСТ 7417-75,1050-2013,Круг
1.87,10.876,1316.00,121000,119890,119890,НОВОСИБИРСК,Круг Ст45 калиброванный,21мм,НД,ГОСТ 7417-75,1050-2013,Круг
3.82,11.424,1471.41,123800,122800,121800,ЧЕЛЯБИНСК,Круг Ст40х калиброванный,21мм,НД,ГОСТ 7417-75,4543-2016,Круг
4.56,16.314,1938.10,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст35 калиброванный,21мм,НД,ГОСТ 7417-75,1050-2013,Круг
3.72,777.920,299888.16,385000,385000,385000,ЧЕЛЯБИНСК,Круг СтХВГ,210,,"ГОСТ 2590-06,5950-2000,2ГП,Т/О",Круг,2.86
13.94,1213.006,111463.17,91890,91890,91890,ЧЕЛЯБИНСК,Круг ст18ХГТ,190мм,,"ГОСТ 34636-2020,4543-2016 2ГП",Круг,5.45
20.35,1560.649,118921.42,76200,76100,76000,ЛОБНЯ,Круг Ст20,210мм,3ГП,"ГОСТ2590-2006,1050-2013",Круг,5.74
5.32,9.700,1185.34,117200,116890,116890,ЧЕЛЯБИНСК,Круг Ст9ХС,18мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,4.85
11.14,815.679,76176.26,92890,92890,92890,ЧЕЛЯБИНСК,Круг ст18ХГТ,210мм,,ГОСТ 2590-2006 4543-2016 2ГП,Круг,3
10.01,14.919,1047.33,60200,60100,60000,ЛОБНЯ,Круг Ст45,20мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.05
17.63,1306.486,99554.23,76200,76100,76000,ЛОБНЯ,Круг Ст35,190мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,5.87
3.82,764.890,98969.12,128890,128890,128890,ЧЕЛЯБИНСК,Круг Ст30ХМА,190мм,,"ГОСТ 2590-2006,4543-2016, 3ГП",Круг,3.43
15.07,1233.038,114536.88,92890,92890,92890,ЧЕЛЯБИНСК,Круг ст30ХГСА,190мм,,"ГОСТ 34636-2020, 4543-2016 2ГП",Круг,5.54
3.52,14.820,1908.82,123800,122800,121800,ЧЕЛЯБИНСК,Круг Ст40х калиброванный,20мм,НД,ГОСТ 7417-75,4543-2016,Круг
4.16,14.894,1784.31,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст45 калиброванный,20мм,НД,ГОСТ 7417-75,1050-2013,Круг
3.39,11.832,1434.04,121200,120890,120890,НОВОСИБИРСК,Круг Ст9ХС,20мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,4.8
4.28,11.092,1355.50,117200,116890,116890,ЧЕЛЯБИНСК,Круг Ст9ХС,20мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,4.5
4.52,11.876,1106.89,93200,92890,92890,НОВОСИБИРСК,Круг СтУ8А,20мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,4.82
05.07,12.320,1172.86,90200,89890,89890,ЧЕЛЯБИНСК,Круг СтУ8А,20мм,,"ГОСТ 2590-2006, 1435-99 2ГП",Круг,5
2.41,12.125,4850.00,395000,395000,395000,ЧЕЛЯБИНСК,Круг СтХВГ,20,,"ГОСТ 2590-06,5950-2000,2ГП,Т/О",Круг,4.85
1.49,9.816,1820.87,180500,179890,179890,ЧЕЛЯБИНСК,Круг СтШХ15-В,20 мм,,"ГОСТ 2590-2006 801-2022, ОГ,В1",Круг,4
1.73,1020.483,77760.84,76200,76100,76000,ЛОБНЯ,Круг Ст3,190мм,,ГОСТ 2590-2006,Круг,4.585
1.60,14.894,1784.31,114800,113800,113800,ЕКАТЕРИНБУРГ,Круг Ст45 калиброванный,20мм,НД,ГОСТ 7417-75,1050-2013,Круг
0.34,9.954,1204.45,121000,119890,119890,НОВОСИБИРСК,Круг Ст45 калиброванный,20мм,НД,ГОСТ 7417-75,1050-2013,Круг
5.36,1495.395,113949.10,76200,76100,76000,ЛОБНЯ,Круг Ст3,210мм,(3ГП),ГОСТ 2590-2006,Круг,5.5
20.08,1730.720,131880.86,76200,76100,76000,ЛОБНЯ,Круг Ст20,220мм,3ГП,"ГОСТ2590-2006,1050-2013",Круг,5.8
25.33,12.100,849.42,60200,60100,60000,ЛОБНЯ,Круг Ст45,18мм,2ГП,"ГОСТ2590-2006,1050-2013",Круг,06.05
5.28,12.080,884.26,63200,63100,63000,ЛОБНЯ,Круг Ст40Х,18мм.,,"ГОСТ 2590,4543-2016",Круг,06.04
8.31,1199.999,113867.89,94890,94890,94890,ЧЕЛЯБИНСК,Круг ст30ХГСА,210мм,,"ГОСТ 2590-2006,4543-2016 2ГП",Круг,5.4
01.02,12.048,1551.77,123800,122800,121800,ЕКАТЕРИНБУРГ,Круг Ст40х калиброванный,18мм,НД,ГОСТ 7417-75,4543-2016,Круг
0.75,7.992,1014.98,127000,126890,126890,НОВОСИБИРСК,Круг Ст40х калиброванный,18мм,НД,ГОСТ 7417-75,4543-2016,Круг
3.82,8.032,1034.52,123800,122800,121800,ЧЕЛЯБИНСК,Круг Ст40х калиброванный,18мм,НД,ГОСТ 7417-75,4543-2016,Круг
4.25,9.240,1119.89,121200,120890,120890,НОВОСИБИРСК,Круг Ст9ХС,18мм,,"ГОСТ 2590-2006, 5950-2000 2ГП",Круг,4.62
1.81,10.485,1256.06,114800,113800,113800,ЧЕЛЯБИНСК,Круг Ст45 калиброванный,18мм,НД,ГОСТ 7417-75,1050-2013,Круг
0.02,8.200,992.20,121000,119890,119890,НОВОСИБИРСК,Круг Ст45 калиброванный,18мм,НД,ГОСТ 7417-75,1050-2013,Круг
1.81,12.040,1442.39,114800,113800,113800,ЕКАТЕРИНБУРГ,Круг Ст45 калиброванный,18мм,НД,ГОСТ 7417-75,1050-2013,Круг
3.50,96.264,26164.56,270000,269000,269000,ЧЕЛЯБИНСК,Круг Ст20Х13,52 мм,,"ГОСТ 2590-2006, 5949-2018_3ГП",Круг-,5.73
1.57,705.547,58130.01,81890,81890,81890,ЕКАТЕРИНБУРГ,Круг Ст45,190мм,,"ГОСТ 2590-06,1050-13,3463 2ГП",Круг-,3.17
18.05,53.400,3449.64,62800,62800,62800,ЧЕЛЯБИНСК,Круг Ст45,38мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,6
7.87,954.838,67029.64,69700,69690,69590,ЕКАТЕРИНБУРГ,Круг Ст09Г2С,160мм,,"ГОСТ 2590-2006,19281-2014, 2ГП",Круг-,06.02
16.54,959.606,64773.43,67000,66890,66890,ЧЕЛЯБИНСК,Круг Ст20,160мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,06.08
9.83,839.262,59167.97,70000,69890,69890,ЧЕЛЯБИНСК,Круг Ст40Х,150мм,,"ГОСТ 2590-2006,4543-2016, 3ГП",Круг-,06.05
11.75,1215.350,132339.46,108890,108890,108890,ЧЕЛЯБИНСК,Круг Ст65г,190мм,,"ГОСТ2590-06,34636,14959-16 2ГП",Круг-,5.45
6.84,696.644,58232.48,82890,82890,82890,ЧЕЛЯБИНСК,Круг Ст20,190мм,,"ГОСТ 2590-2006,1050-2013, 3ГП",Круг-,3.13
2.29,79.310,20684.05,259000,259000,259000,ЧЕЛЯБИНСК,Круг Ст40Х13,50 мм,,"ГОСТ 2590-2006, 5949-2018_3ГП",Круг-,5.15
3.24,705.547,58835.56,82890,82890,82890,ЕКАТЕРИНБУРГ,Круг Ст20,190мм,,"ГОСТ 2590-2006,1050-2013, 3ГП",Круг-,3.17
7.53,9.600,651.74,62890,62890,62890,ЕКАТЕРИНБУРГ,Круг Ст35,18мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,4.8
1.18,962.763,67152.72,69500,69390,69390,ОРЕНБУРГ,Круг Ст20,160мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,6.1
2.92,1652.000,475776.00,288000,288000,288000,НОВОСИБИРСК,Круг Ст20Х13,220 мм,обточка,"ГОСТ 2590-2006, 5949-2018_3ГП",Круг-,5.6
1.52,1525.002,411750.51,270000,269000,269000,ЧЕЛЯБИНСК,Круг Ст20Х13,220 мм,обточка,"ГОСТ 2590-2006, 5949-2018_3ГП",Круг-,5.16
7.54,12.192,852.10,64890,64890,64890,ЧЕЛЯБИНСК,Круг Ст3,18мм,,ГОСТ 2590-2006 535-2005 2ГП,Круг-,6
8.48,832.320,57013.92,68000,67890,67890,ЧЕЛЯБИНСК,Круг Ст35,150мм,,"ГОСТ 2590-2006,1050-2013, 3ГП",Круг-,6
3.74,1246.392,103313.43,82890,82890,82890,ЧЕЛЯБИНСК,Круг Ст20,190мм,,"ГОСТ 2590-06,1050-13,34636 2ГП",Круг-,5.6
42.94,60.300,3840.51,61890,61890,61890,ЧЕЛЯБИНСК,Круг Ст20,40мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,6
15.85,958.083,64670.60,67000,66890,66890,ЕКАТЕРИНБУРГ,Круг Ст20,160мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,06.02
11.47,959.606,67364.37,69700,69690,69590,ЧЕЛЯБИНСК,Круг Ст09Г2С,160мм,,"ГОСТ 2590-2006,19281-2014, 2ГП",Круг-,06.08
0.87,12.000,846.00,68000,67890,67890,ОРЕНБУРГ,Круг Ст35,18мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,6
14.55,60.000,3821.40,61890,61890,61890,ЧЕЛЯБИНСК,Круг Ст3,40мм,,ГОСТ 2590-2006 535-2005 2ГП,Круг-,6
4.96,402.288,27757.87,68000,67890,67890,ЧЕЛЯБИНСК,Круг Ст35,150мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,2.9
20.01,60.110,4135.55,67000,66890,66890,ЕКАТЕРИНБУРГ,Круг Ст40Х,40мм,,"ГОСТ 2590-2006,4543-2016, 2ГП",Круг-,06.02
17.35,59.357,3780.46,61890,61890,61890,ЧЕЛЯБИНСК,Круг Ст35,40мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,06.02
1.89,59.516,4272.66,70890,70390,70390,ОРЕНБУРГ,Круг Ст09Г2С,40мм,,"ГОСТ 2590-2006,19281-2014, 2ГП",Круг-,06.03
16.37,59.357,4017.89,65890,65890,65890,ЕКАТЕРИНБУРГ,Круг Ст09Г2С,40мм,,"ГОСТ 2590-2006,19281-2014, 2ГП",Круг-,06.02
15.42,65.498,4237.04,62890,62890,62890,ЕКАТЕРИНБУРГ,Круг Ст20,42мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,06.02
27.73,66.284,4553.03,66890,66890,66890,ЧЕЛЯБИНСК,Круг Ст09Г2С,42мм,,"ГОСТ 2590-2006,19281-2014, 2ГП",Круг-,06.05
11.05,93.352,25671.80,275000,275000,275000,НОВОСИБИРСК,Круг Ст20Х13,52 мм,,"ГОСТ 2590-2006, 5949-2018_3ГП",Круг-,5.6
3.76,59.554,4103.30,68000,67890,67890,ОРЕНБУРГ,Круг Ст35,40мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,06.04
15.37,59.357,3780.46,61890,61890,61890,ЕКАТЕРИНБУРГ,Круг Ст35,40мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,06.02
1.76,689.967,56294.41,80890,80890,80890,ЕКАТЕРИНБУРГ,Круг Ст3,190мм,,ГОСТ 2590-2006 535-2005 3ГП,Круг-,3.1
5.86,426.240,117556.99,275800,275800,275800,НОВОСИБИРСК,Круг Ст20Х13,120 мм,обточка,"ГОСТ 2590-2006, 5949-2018_2ГП",Круг-,4.8
2.75,65.715,4717.69,70890,70390,70390,ОРЕНБУРГ,Круг Ст09Г2С,42мм,,"ГОСТ 2590-2006,19281-2014, 2ГП",Круг-,06.04
4.12,683.290,59377.89,86200,85890,85890,ЧЕЛЯБИНСК,Круг Ст09Г2С,190мм,,"ГОСТ 2590-2006,19281-2014, 3ГП",Круг-,03.07
3.53,438.277,118773.07,270000,269000,269000,ЧЕЛЯБИНСК,Круг Ст20Х13,120 мм,обточка,"ГОСТ 2590-2006, 5949-2018_2ГП",Круг-,4.93
10.58,1208.555,104177.45,86200,85890,85890,ЧЕЛЯБИНСК,Круг Ст09Г2С,190мм,,"ГОСТ 2590-2006,19281-2014, 2ГП",Круг-,5.43
6.39,767.866,62496.65,80890,80890,80890,ЧЕЛЯБИНСК,Круг Ст3,190мм,,ГОСТ 2590-2006 535-2005 2ГП,Круг-,3.45
1.29,50.730,3388.76,65000,64890,64890,ЕКАТЕРИНБУРГ,Круг Ст35,38мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,5.7
4.97,43.521,2915.91,64000,63890,63890,ЧЕЛЯБИНСК,Круг Ст3,38мм,,ГОСТ 2590-2006 535-2005 2ГП,Круг-,4.89
17.40,832.326,56265.24,67100,66890,66890,ЧЕЛЯБИНСК,Круг Ст45,150мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,6
2.98,53.756,3623.15,66500,66390,66390,ОРЕНБУРГ,Круг Ст3,38мм,,ГОСТ 2590-2006 535-2005 2ГП,Круг-,06.04
2.29,53.578,3525.43,64000,63890,63890,ЕКАТЕРИНБУРГ,Круг Ст3,38мм,,ГОСТ 2590-2006 535-2005 2ГП,Круг-,06.02
7.43,53.400,3347.65,60890,60890,60890,ЧЕЛЯБИНСК,Круг Ст20,38мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,6
7.59,832.320,58428.86,69700,69690,69590,ЧЕЛЯБИНСК,Круг Ст09Г2С,150мм,,"ГОСТ 2590-2006,19281-2014, 3ГП",Круг-,6
19.42,835.100,56452.79,67100,66890,66890,ЕКАТЕРИНБУРГ,Круг Ст45,150мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,06.02
13.35,836.488,58428.66,69600,69390,69390,ОРЕНБУРГ,Круг Ст45,150мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,06.03
10.81,49.942,4604.67,89200,88890,88890,ЧЕЛЯБИНСК,Круг Ст65г,40мм,,"ГОСТ 2590-2006,14959-2016, 2ГП",Круг-,05.06
06.04,946.980,66478.00,69700,69690,69590,ЧЕЛЯБИНСК,Круг Ст09Г2С,160мм,,"ГОСТ 2590-2006,19281-2014, 3ГП",Круг-,6
1.32,1326.001,358020.40,270000,269000,269000,ЧЕЛЯБИНСК,Круг Ст20Х13,220 мм,,"ГОСТ 2590-2006, 5949-2018_3ГП",Круг-,4.5
0.05,44.514,3872.72,84000,83890,83890,ЕКАТЕРИНБУРГ,Круг Ст40Х,190мм,,"ГОСТ 2590-2006,4543-2016, 3ГП",Круг-,0.2
9.79,832.326,56265.24,67100,66890,66890,ЧЕЛЯБИНСК,Круг Ст45,150мм,,"ГОСТ 2590-2006,1050-2013, 3ГП",Круг-,6
0.45,449.591,36817.04,80890,80890,80890,ЧЕЛЯБИНСК,Круг Ст35,190мм,,"ГОСТ 2590-2006,1050-2013, 3ГП",Круг-,02.02
4.84,1241.941,100460.58,80890,80890,80890,ЧЕЛЯБИНСК,Круг Ст35,190мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,5.58
7.47,7.345,551.51,70090,69890,69890,ЧЕЛЯБИНСК,Круг Ст40Х,14мм,,"ГОСТ 2590-2006,4543-2016, 2ГП",Круг-,06.07
17.31,832.326,58678.98,70000,69890,69890,ЧЕЛЯБИНСК,Круг Ст40Х,150мм,,"ГОСТ 2590-2006,4543-2016, 2ГП",Круг-,6
03.05,95.025,24782.44,259000,259000,259000,ЧЕЛЯБИНСК,Круг Ст40Х13,52 мм,,"ГОСТ 2590-2006, 5949-2018_3ГП",Круг-,5.7
3.70,605.390,49393.80,80890,80890,80890,ЕКАТЕРИНБУРГ,Круг Ст35,190мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,2.72
4.97,7.284,539.03,69000,68890,68890,ЕКАТЕРИНБУРГ,Круг Ст45,14мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,06.02
2.23,7.236,546.30,73000,72890,72890,ОРЕНБУРГ,Круг Ст45,14мм,,"ГОСТ 2590-2006,1050-2013, 2ГП",Круг-,5.98
